,text,cleaned,polarity,subjectivity,sentiment,neg,neu,pos,compound,text_len,text_word_count
556,"#Apple (@Apple) Event de septembre : iPhone, Apple Watch, AirPods, iPad et iPad mini... https://t.co/kPHM09MUWP",apple event de septembre iphone apple watch airpods ipad et ipad mini,0.0,0.0,neutral,0.0,1.0,0.0,0.0,69,12
557,"Best Game Winners from Apple's App Store Awards. #apple #shorts #appstore #appstoregames
https://t.co/5tnFWQMvso",best game winners apple app store awards apple shorts appstore appstoregames,0.3,0.35,positive,0.0,0.437,0.563,0.8834,76,11
558,"Best Game Winners from Apple's App Store Awards. #apple #shorts #appstore #appstoregames
https://t.co/2MB9CEGX5Y",best game winners apple app store awards apple shorts appstore appstoregames,0.3,0.35,positive,0.0,0.437,0.563,0.8834,76,11
559,"Best Game Winners from Apple's App Store Awards. #apple #shorts #appstore #appstoregames
https://t.co/lxZTKoUEe5",best game winners apple app store awards apple shorts appstore appstoregames,0.3,0.35,positive,0.0,0.437,0.563,0.8834,76,11
560,Check out this item on OpenSea https://t.co/oddZKA7a7k @opensea #NFTs #Nft #NFTCommunity #NFTGiveaway #NFTGiveaways #Binance #bitcoin #ETH #Metaverse #collection #opensea #OpenSeaNFT #openseaartists  #Apple #iphone #elon #elonmusk #ceek,check item opensea nfts nft nftcommunity nftgiveaway nftgiveaways binance bitcoin eth metaverse collection opensea openseanft openseaartists apple iphone elon elonmusk ceek,0.0,0.0,neutral,0.0,1.0,0.0,0.0,172,21
561,"Content analysis:
This article scores 25/100. The complete report can be viewed here: https://t.co/DZuuo2uDTL
(I'm a bot)

#Christmas #Apple https://t.co/KFvHiGxbrW",content analysis article scores 25 100 complete report viewed bot christmas apple,0.1,0.4,neutral,0.0,1.0,0.0,0.0,81,12
562,"@elonmusk What about the #Apple poll? This all seems too
Coincidental.
Release the data.",apple poll seems coincidental release data,0.0,0.0,neutral,0.0,1.0,0.0,0.0,42,6
563,"$STAL Posted https://t.co/y0M15hdkCo 
#wsj #nytimes #business #reuters #IHub_StockPosts #forbes #marketwatch #cnn #bet #foxnews #latimes #Crainschicago #usatoday #barronsonline #IBDinvestors #cnnmoneyinvest #CBD #ESPN #WGN #Apple #Tesla #Investors https://t.co/rrCuRl5lSo",stal posted wsj nytimes business reuters ihub stockposts forbes marketwatch cnn bet foxnews latimes crainschicago usatoday barronsonline ibdinvestors cnnmoneyinvest cbd espn wgn apple tesla investors,0.0,0.0,neutral,0.0,1.0,0.0,0.0,199,25
564,"How to pick a perfect apple!

#apple #fruit #applefruit #harvesting #applefarmers #usa #india #eataredappleday #plantscience #usafarming https://t.co/J1H5vJFbQj",pick perfect apple apple fruit applefruit harvesting applefarmers usa india eataredappleday plantscience usafarming,1.0,1.0,positive,0.0,0.764,0.236,0.5719,115,13
565,Check out this item on OpenSea https://t.co/c1OhHSykPG @opensea #NFTs #Nft #NFTCommunity #NFTGiveaway #NFTGiveaways #Binance #bitcoin #ETH #Metaverse #collection #opensea #OpenSeaNFT #openseaartists  #Apple #iphone #elon #elonmusk #ceek,check item opensea nfts nft nftcommunity nftgiveaway nftgiveaways binance bitcoin eth metaverse collection opensea openseanft openseaartists apple iphone elon elonmusk ceek,0.0,0.0,neutral,0.0,1.0,0.0,0.0,172,21
566,"Black Friday #Apple (@Apple) : iPhone, AirPods, Apple Watch, iPad et MacBook, les bons plans du jour https://t.co/QT5IXF4C0W",black friday apple iphone airpods apple watch ipad et macbook les bons plans du jour,-0.16666666666666666,0.43333333333333335,neutral,0.0,1.0,0.0,0.0,84,15
567,"If You're Not Offering The Best Quality To Your Guests, You're Missing The Mark. But, We're Here To Help! Fully Finished Thaw &amp; Serve Apple Fritters Made With Fresh Apple Chunks! 🤯
ContactUs@EvoriBrands.com
.
#EVORI #EvoriBrands #FlavorBeginsHere #Fritters #Apple #Donut #Artisan https://t.co/7g4QUhQC2a",not offering best quality guests missing mark but help fully finished thaw amp serve apple fritters made fresh apple chunks contactus com evori evoribrands flavorbeginshere fritters apple donut artisan,0.3666666666666667,0.2833333333333333,positive,0.107,0.709,0.184,0.5742,201,29
568,Anyone tried @homebridgeio to add unsupported smart devices to #Apple #HomeKit?  This is slick!  I was able to add #Ring cameras and @GoveeOfficial LED easily to be controlled in the Apple Home app.  I'm running #Homebridge on @Synology 🏅 https://t.co/tDuKLSb2Ik,anyone tried add unsupported smart devices apple homekit slick able add ring cameras led easily controlled apple home app running homebridge,0.2244047619047619,0.6190476190476191,positive,0.105,0.698,0.198,0.34,140,21
569,"BeReal named App of the Year at this year’s #Apple App Store Awards. #shorts #appstore
https://t.co/ZnDBxLyg9c",bereal named app year year apple app store awards shorts appstore,0.0,0.0,positive,0.0,0.769,0.231,0.4588,65,11
570,"BeReal named App of the Year at this year’s #Apple App Store Awards. #shorts #appstore
https://t.co/b0Y0fWZ8lu",bereal named app year year apple app store awards shorts appstore,0.0,0.0,positive,0.0,0.769,0.231,0.4588,65,11
571,"BeReal named App of the Year at this year’s #Apple App Store Awards. #shorts #appstore
https://t.co/ppI2uadzOo",bereal named app year year apple app store awards shorts appstore,0.0,0.0,positive,0.0,0.769,0.231,0.4588,65,11
572,The latest OnOffRoad @4LandRover! https://t.co/8oCwWsI8cr #nasa #apple,latest onoffroad nasa apple,0.5,0.9,neutral,0.0,1.0,0.0,0.0,27,4
573,@BoSnerdley It is this simple! #Apple belongs to #China! https://t.co/pHObCvYvEa,simple apple belongs china,0.0,0.35714285714285715,neutral,0.0,1.0,0.0,0.0,26,4
574,"It’s obvious to anyone with a functioning brain that the administration is supportive of censorship and hostile towards free speech.

#FreeSpeech #Apple #Twitter https://t.co/317kfCbT8W",obvious anyone functioning brain administration supportive censorship hostile towards free speech freespeech apple twitter,0.3,0.7666666666666666,positive,0.136,0.576,0.288,0.4404,122,14
575,The latest The AppVader iPad Daily! https://t.co/DUZQPVDZIn Thanks to @MacMyDayLA @GerardGrouve @thexplorion #ipad #apple,latest appvader ipad daily thanks ipad apple,0.2333333333333333,0.3666666666666667,positive,0.0,0.674,0.326,0.4404,44,7
576,#DailyGame: Will #Apple remove the #Twitter app from the #appstore by Tuesday December 6?... https://t.co/4w9vVhReeK #predictionchallenge #playnow #free2play https://t.co/Ni6AGlUfRF,dailygame apple remove twitter app appstore tuesday december 6 predictionchallenge playnow free2play,0.0,0.0,neutral,0.0,1.0,0.0,0.0,100,12
577,"#TSMC Plans to Make More Advanced Chips in US at Urging of #Apple 👇

$aapl https://t.co/wX6dwctGuN",tsmc plans make advanced chips us urging apple aapl,0.4,0.6,positive,0.0,0.8,0.2,0.25,51,9
578,"WH: We Won’t Tell #Apple to Allow AirDrop in #China Because They’re Private, That’s a Different Situation from Us Vowing to Watch Twitter https://t.co/sRfOef5Des",wh tell apple allow airdrop china private different situation us vowing watch twitter,0.0,0.4875,positive,0.0,0.863,0.137,0.2263,85,13
579,"Lol wtf
Code compiles and app runs even though there’s a hard error
Not all switch cases are covered
Default case isn’t used
Rip #Xcode #Apple https://t.co/uVeCVikEKC",lol wtf code compiles app runs even though hard error not switch cases covered default case isn used rip xcode apple,0.0027777777777777866,0.7472222222222222,negative,0.285,0.614,0.101,-0.6249,116,21
580,Ohhhhhh...so you made it up then. #musk #apple https://t.co/g2LGql1P7H,ohhhhhh made musk apple,0.0,0.0,neutral,0.0,1.0,0.0,0.0,23,4
581,"#Meta’s CEO #MarkZuckerberg and the world’s richest person #ElonMusk have lately been expressing criticisms of #Apple and its #AppStore policies, including its excessive control over devices and high commissions for in-store purchases.
#DealBookSummit 
https://t.co/sHpFKaDBHL",meta ceo markzuckerberg world richest person elonmusk lately expressing criticisms apple appstore policies including excessive control over devices high commissions store purchases dealbooksummit,-0.13,0.7133333333333334,positive,0.072,0.798,0.129,0.3612,195,23
582,#Tiny #Tower App Apes Review. https://t.co/6CjkGQ3tHp #apple #ios #ipad #iphone https://t.co/2jyLV2Ir7R,tiny tower app apes review apple ios ipad iphone,0.0,0.5,neutral,0.0,1.0,0.0,0.0,48,9
583,"Rest assured, people, #Apple will be first to take away your human rights if profits are on the line. They're already doing it in China, so there's your clear proof. #BoycottApple Doesn't matter how much #TimCook virtue signals with all the feminist woke crap. It's fake.",rest assured people apple first take away human rights profits line already china clear proof boycottapple doesn matter much timcook virtue signals feminist woke crap fake,-0.125,0.4694444444444444,positive,0.156,0.519,0.325,0.6369,171,26
584,"Crypto Weekly is here to update you with the latest happenings of the crypto world. Tell us what did we miss?

#crypto #cryptocommunity #crypto #cryptonews #blockchain #metaverse #nft #apple https://t.co/DwlRa01JPH",crypto weekly update latest happenings crypto world tell us miss crypto cryptocommunity crypto cryptonews blockchain metaverse nft apple,0.5,0.9,negative,0.086,0.914,0.0,-0.1531,136,18
585,#Apple called out. Fantastic. https://t.co/IdQqxvAfy6,apple called fantastic,0.4,0.9,positive,0.0,0.357,0.643,0.5574,22,3
586,"When will WHITE SUPREMACISTS stop thinking you have RIGHT to decide what's RIGHT or WRONG in other Sovereign countries? Especially non white ones? It's not yr business! Not NOW NEVER HAS BEEN. 
Don't like it STOP BUYING #Apple.They need #China more than value yr opinion 
FIX USA https://t.co/51mGxYtmmP",white supremacists stop thinking right decide right wrong sovereign countries especially non white ones not yr business not never don like stop buying apple need china value yr opinion fix usa,0.011904761904761899,0.49523809523809526,negative,0.245,0.646,0.109,-0.6461,192,31
587,"WH: “We can’t interfere in #Apple’s business practices - they’re a private company.”

Reporter: “But what about #Twitter?”

WH: “That’s completely different.”

Wake me when we roll out the #guillotines. 

https://t.co/R7eqqFM4IK",wh interfere apple business practices private company reporter but twitter wh completely different wake roll guillotines,0.0,0.4875,neutral,0.0,1.0,0.0,0.0,120,16
588,Just copped the new Mac! 💻💯 #apple #teamapple,copped new mac apple teamapple,0.13636363636363635,0.45454545454545453,neutral,0.0,1.0,0.0,0.0,30,5
589,I wish #tesla would time these events at a time where we europeans don't have to get up in the middle of the night to watch. @elonmusk . Take a hint from the timing #Apple has for their #AppleEvent #tsla $TSLA https://t.co/If1hewnflY,wish tesla would time events time europeans don get middle night watch take hint timing apple appleevent tsla tsla,0.0,0.0,positive,0.0,0.87,0.13,0.4019,114,19
590,"Apple iPhone 12 Pro Max 5G A2342 128/256/512GB AT&amp;T Verizon Unlocked Great
Pre-Owned $899
get it here

https://t.co/nN9L2MRDIV

#apple #bigdata #macbookpro #applemacbookpro #iphone #store #ios #tree #app #applestore #airpods #homepod #shopping #play #band #ipad",apple iphone 12 pro max 5g a2342 128 256 512gb amp verizon unlocked great pre owned 899 get apple bigdata macbookpro applemacbookpro iphone store ios tree app applestore airpods homepod shopping play band ipad,0.8,0.75,positive,0.0,0.831,0.169,0.7579,209,34
591,"Apple Mac with M2 Max chip spotted on Geekbench With 96GB of RAM
12 core CPU.

Expected to arrive in 2023

#applemac #Apple #iPhone14ProMax
#applemacm2 https://t.co/LV4LlWFb8m",apple mac m2 max chip spotted geekbench 96gb ram 12 core cpu expected arrive 2023 applemac apple iphone14promax applemacm2,-0.1,0.4,neutral,0.0,1.0,0.0,0.0,122,19
592,"Instead of Apple 🍎 making fun overpriced phones and gadgets that people like to use, they want to decide what point of view you have access to. #apple @elonmusk @Apple #ELONMUSK",instead apple making fun overpriced phones gadgets people like use want decide point view access apple elonmusk,0.3,0.2,positive,0.0,0.664,0.336,0.7269,111,17
593,"❤️ Today's Deal, 🏷️$26. Wireless Charging #Station for #Apple Multiple Devices - Foldable 3 in 1 Charger Station Stand Dock for Apple #Watch Series 7 6 SE 5 4 3 2 &amp; #Airpods #IPhone 14Pro 14 13 Pro Max 13 12 11 Pro X Max XS... https://t.co/X7Rtpe7m3A",today deal 26 wireless charging station apple multiple devices foldable 3 1 charger station stand dock apple watch series 7 6 se 5 4 3 2 amp airpods iphone 14pro 14 13 pro max 13 12 11 pro max xs,0.0,0.0,neutral,0.0,1.0,0.0,0.0,195,40
594,"This my password app hav been downloaded 3 times and 2 people are Chinese and other is Japanese.
I hope they can more easily for making password!
#programming #ios #development #swift #xcode #アプリ開発 #ios開発 #アプリエンジニア #apple https://t.co/9TWskSWsCG https://t.co/yODsQTgWsK",password app hav downloaded 3 times 2 people chinese japanese hope easily making password programming ios development swift xcode ios apple,0.14444444444444446,0.2777777777777778,positive,0.0,0.693,0.307,0.7269,139,21
595,"Apple On
#VRChat #3DModel #Apple https://t.co/mFzHVLPZfg",apple vrchat 3dmodel apple,0.0,0.0,neutral,0.0,1.0,0.0,0.0,26,4
596,"#Apple releases 'The Greatest' new ad campaign ahead of the International Day of Disability on 3rd December, Saturday which is indeed greatest for this day release. 1/2 https://t.co/ILp96aWFi6",apple releases greatest new ad campaign ahead international day disability 3rd december saturday indeed greatest day release 1 2,0.42727272727272725,0.4909090909090909,positive,0.0,0.641,0.359,0.8555,128,19
597,"Content analysis:
This article scores 52/100. The complete report can be viewed here: https://t.co/eL167n0hk6
(I'm a bot)

#Apple #Blood https://t.co/WzeEyRWeQN",content analysis article scores 52 100 complete report viewed bot apple blood,0.1,0.4,neutral,0.0,1.0,0.0,0.0,77,12
598,$AAPL Latest 1hr view from the Pre-Market update. Showing recent price action taking place #Elliottwave #Trading #Apple https://t.co/mUb4ScmoCs,aapl latest 1hr view pre market update showing recent price action taking place elliottwave trading apple,0.19999999999999998,0.4166666666666667,neutral,0.0,1.0,0.0,0.0,105,16
599,Check his pintrest 😂 #airpod #SpotifyWrapped  #wednesdaynetflix  #WorldAIDSDay  #spotifywrapped2022 #TheWeeknd #hustlefund #chainsawman  #JHOPEatMAMA2022 #apple #buyingcontent #sellingcontent #gore #Discord #FYP #fyptt #TREASURE #sell #ShopMyCloset #KingChiku  #pintrest #YOLO https://t.co/O1sRmPlfEV,check pintrest airpod spotifywrapped wednesdaynetflix worldaidsday spotifywrapped2022 theweeknd hustlefund chainsawman jhopeatmama2022 apple buyingcontent sellingcontent gore discord fyp fyptt treasure sell shopmycloset kingchiku pintrest yolo,0.0,0.0,positive,0.096,0.75,0.154,0.1531,243,24
600,"Gold Apple Murano Style Figurine Beaufitul Gift Italian Venetian
 #Murano #Beaufitul #Venetian #apple #Figurine #style #DekorStyle #EtsySeller
https://t.co/QQSLHzPFHu",gold apple murano style figurine beaufitul gift italian venetian murano beaufitul venetian apple figurine style dekorstyle etsyseller,0.0,0.0,positive,0.0,0.847,0.153,0.4404,133,17
601,"@MonicaCrowley @marthamaccallum 🤔When you have always been colluding with private companies to control the narrative and thus, lose your ability to use “𝑏𝑢𝑡 𝑡ℎ𝑒𝑦'𝑟𝑒 𝑎 𝑃𝑅𝐼𝑉𝐴𝑇𝐸 𝑐𝑜𝑚𝑝𝑎𝑛𝑦” deflection shield.🛡️ #Apple #CCP #ChinaProtest2022 #XiJinping",always colluding private companies control narrative thus lose ability use deflection shield apple ccp chinaprotest2022 xijinping,0.0,0.375,negative,0.243,0.644,0.114,-0.3818,129,16
602,Tim Cook is trending 👀👀 hmmmmm? 🇺🇲 #TimCook #elonmusk #elonmusktwitter #apple #America #China,tim cook trending hmmmmm timcook elonmusk elonmusktwitter apple america china,0.0,0.0,neutral,0.0,1.0,0.0,0.0,77,10
603,Tim Cook at Apple has high EQ. #emotionalintelligence #TimCook #Apple,tim cook apple high eq emotionalintelligence timcook apple,0.16,0.5399999999999999,neutral,0.0,1.0,0.0,0.0,58,8
604,"@Kneon Are celebrity activists going to start dramatically announcing they're breaking-up with their iPhone's?
...Probably Not.
 #Apple #Netflix @ValliantRenegad @elonmusk @tim_cook https://t.co/k5ByT09m6X",celebrity activists going start dramatically announcing breaking iphone probably not apple netflix cook,0.0,0.0,neutral,0.0,1.0,0.0,0.0,103,13
605,"Elon Announces Possible Tesla Phone #crypto #elon #doge #apple #twitter
https://t.co/I43fJfU1Qe",elon announces possible tesla phone crypto elon doge apple twitter,0.0,1.0,neutral,0.0,1.0,0.0,0.0,66,10
606,"Elon Announces Possible Tesla Phone #crypto #elon #doge #apple #twitter
https://t.co/4hVnrwC8Ba",elon announces possible tesla phone crypto elon doge apple twitter,0.0,1.0,neutral,0.0,1.0,0.0,0.0,66,10
607,"Elon Announces Possible Tesla Phone #crypto #elon #doge #apple #twitter
https://t.co/fCxYpWqMVc",elon announces possible tesla phone crypto elon doge apple twitter,0.0,1.0,neutral,0.0,1.0,0.0,0.0,66,10
608,This has to be the most amazing ad of our times! #apple #accessibility  https://t.co/56w86Nl11E,amazing ad times apple accessibility,0.6000000000000001,0.9,positive,0.0,0.513,0.487,0.5859,36,5
609,$AAPL 1hr view from the Post-Market update. Can be doing a double correction from 10/13/2022 lows #Elliottwave #Trading #Apple https://t.co/YsyoBBYrcW,aapl 1hr view post market update double correction 10 13 2022 lows elliottwave trading apple,0.0,0.0,negative,0.114,0.886,0.0,-0.2023,92,15
610,"Apple iPhone 11 Pro Max A2161 AT&amp;T T-Mobile Sprint Verizon Factory Unlocked 
get it here

https://t.co/cD5UMK3gP2

#apple #bigdata #macbookpro #applemacbookpro #iphone #store #ios #tree #app #applestore #airpods #homepod #shopping #play #band #ipad",apple iphone 11 pro max a2161 amp mobile sprint verizon factory unlocked get apple bigdata macbookpro applemacbookpro iphone store ios tree app applestore airpods homepod shopping play band ipad,0.0,0.0,positive,0.0,0.921,0.079,0.34,194,29
611,"70% OFF Apple Watch Wristband Packs
🔥 As low as $4.20!
Discount applied through link at checkout
https://t.co/oXH7IzIDkr
#apple #AppleWatch #watch #watches #Smartwatch #wristband #gym #fitness #workout #exercise #bands #gift #StockingStuffer #gifts #amazon #deals #discounts #ad https://t.co/xWUq1dBzHO",70 off apple watch wristband packs low 4 20 discount applied link checkout apple applewatch watch watches smartwatch wristband gym fitness workout exercise bands gift stockingstuffer gifts amazon deals discounts ad,0.0,0.3,positive,0.06,0.747,0.193,0.5574,214,31
612,$AAPL is trading in a sideways price action but as far as it remains above yesterday's low then it can see $158.75- $164.50 area before finding sellers again #Elliottwave #Trading #Apple,aapl trading sideways price action but far remains yesterday low see 158 75 164 50 area finding sellers elliottwave trading apple,0.06666666666666667,0.46666666666666673,negative,0.117,0.883,0.0,-0.3919,129,21
613,"#Classic HD TPU with #Hard Back #Acrylic Panel Shockproof Full Body Protection #Case #Cover for #Apple #iPhone #Samsung Series

Link: https://t.co/4iyZL1lEIq https://t.co/z64GiwV2gX",classic hd tpu hard back acrylic panel shockproof full body protection case cover apple iphone samsung series link,0.05624999999999999,0.3145833333333333,positive,0.071,0.812,0.117,0.2263,114,18
614,The latest the techion Has An Eye on Apple! https://t.co/e1lAh41ZJe Thanks to @ed2muc @tagesschau @appleinsider #apple #iphone,latest techion eye apple thanks apple iphone,0.35,0.55,positive,0.0,0.674,0.326,0.4404,44,7
615,"We still supporting CCP producing goods in China giving more our money to create communist tyrant country for their citizens, addition to that #apple limited AirDrop in China, because that was helping people to protest against CCP tyranny. 
@Apple this is what you support? Shame! https://t.co/HvUGqqVVzb",still supporting ccp producing goods china giving money create communist tyrant country citizens addition apple limited airdrop china helping people protest against ccp tyranny support shame,0.08928571428571429,0.19642857142857142,positive,0.188,0.483,0.33,0.6486,190,26
616,"A potential battle between #Apple Inc. and .⁦@Twitter⁩ Inc. appears to have been averted after a meeting between Elon Musk and Tim Cook.
Musk, the new owner of Twitter, said in a set of tweets Wednesday that he had met with the Apple chief executive. https://t.co/JcJGYTWwjF",potential battle apple inc inc appears averted meeting elon musk tim cook musk new owner twitter said set tweets wednesday met apple chief executive,0.06818181818181818,0.7272727272727273,negative,0.151,0.849,0.0,-0.4404,148,24
617,"It’s #NationalPieDay &amp; #Apple holds the #1 spot in the rankings with #Cherry, #Pumpkin, #Blueberry &amp; #LemonMeringue among the top five.  Not to be overlooked, are the hot &amp; savory pies like #ChickenPotPie &amp; #MinceMeat! @NationalDayCal @LittlePieCo @PieCorpsNYC @listofdays https://t.co/bnr6a9m9v6",nationalpieday amp apple holds 1 spot rankings cherry pumpkin blueberry amp lemonmeringue among top five not overlooked hot amp savory pies like chickenpotpie amp mincemeat,0.375,0.675,positive,0.0,0.796,0.204,0.5226,172,25
618,"Turns out the iPhone 14 Pro Max has an awesome secret charging upgrade (Creative Bloq)

(Image credit: Basil Kronfli)These days, we know everything there is to know about a new iPh...

Add your highlights:
https://t.co/y9hmc8Ya88
 #apple",turns iphone 14 pro max awesome secret charging upgrade creative bloq image credit basil kronfli days know everything know new iph add highlights apple,0.3090909090909091,0.7886363636363637,positive,0.0,0.686,0.314,0.8625,151,24
619,Is #Apple’s #iPhone14 series phones are worth spending or not get to know all about it  @TheTechOutlook https://t.co/oZnl2SoWnK,apple iphone14 series phones worth spending not get know,0.3,0.1,positive,0.0,0.808,0.192,0.2263,56,9
620,"Okay now that the billionaire’s problem was settled, list the “free speech” categories that we gained from this settlement - as it was pointed out as people’s problem. 
#elonmusk #elon #twitter #apple #popularitystunt #politics #freespeech #FreeSpeech #FreeSpeechMatters",okay billionaire problem settled list free speech categories gained settlement pointed people problem elonmusk elon twitter apple popularitystunt politics freespeech freespeech freespeechmatters,0.45,0.65,positive,0.179,0.563,0.258,0.34,194,22
621,"Apple's 12.9-inch Magic Keyboard is $100 off and cheaper than ever ... (Engadget)

Whether you know someone who just got an iPad Pro or you want to experiment with using the p...

Add your highlights:
https://t.co/MW68eVS2xX
 #apple",apple 12 9 inch magic keyboard 100 off cheaper ever engadget whether know someone got ipad pro want experiment using add highlights apple,0.5,1.0,positive,0.0,0.942,0.058,0.0772,137,23
622,"And the winners ARE... 🥁🥁
https://t.co/IBQtNxPucj #apple #appstore",winners apple appstore,0.0,0.0,positive,0.0,0.392,0.608,0.4767,22,3
623,@tim_cook Can’t wait until @elonmusk comes out with his cellphone so I can dump #apple.,cook wait comes cellphone dump apple,0.0,0.0,negative,0.342,0.658,0.0,-0.3818,36,6
624,"#tern TERN PLC investee @WyldNetworks is going to be #global...8th of dec launch the #Network !
TERN PLC market will wake up soon.
#harl #cine #apple #Microsoft #kebetu #rig #Africa #fid #licences #offshore #oilfield #oilandgas #oilgas #gaz #energy #naturalgas #gas #partnership https://t.co/EHfbYRpf2o",tern tern plc investee going global 8th dec launch network tern plc market wake soon harl cine apple microsoft kebetu rig africa fid licences offshore oilfield oilandgas oilgas gaz energy naturalgas gas partnership,0.0,0.0,positive,0.043,0.896,0.061,0.1531,214,33
625,"As far as I'm concerned, if you own an apple device you are directly participating in putting a boot on the neck of the people of China. 

#Apple 
#ccp 
#freedom",far concerned apple device directly participating putting boot neck people china apple ccp freedom,0.1,0.7,positive,0.0,0.756,0.244,0.6369,98,14
626,So you reacted poorly BEFORE fully understanding what was happening… again. #elon #apple #twitter #elonmusk https://t.co/2Nr0bnvIM0,reacted poorly fully understanding happening elon apple twitter elonmusk,-0.4,0.6,neutral,0.0,1.0,0.0,0.0,72,9
627,Woke mega companies like #Apple and #Nike act like this hasn't been happening in China for years. They pretend they simply had no idea. https://t.co/RqJutwsSf0,woke mega companies like apple nike act like hasn happening china years pretend simply no idea,0.0,0.35714285714285715,positive,0.175,0.583,0.243,0.34,94,16
628,"@elonmusk @tim_cook When billionaires get together they forget their Petty “problems of the Masses”, instead they wipe evidence to the side for one another and then cover their trails #elite #pukes #apple #EpsteinClientList @elonmusk #itsafix",cook billionaires get together forget petty problems masses instead wipe evidence side one another cover trails elite pukes apple epsteinclientlist itsafix,0.0,0.0,negative,0.354,0.646,0.0,-0.8074,155,21
629,"@Treasury_AU issued  News Media and Digital Platforms Mandatory Bargaining Code - The Code's first year of operation #Google #Apple #Facebook #media #revenue #contentcreators #contentcreation 
https://t.co/v9dkinRzfR https://t.co/nLLFmjRz1R",au issued news media digital platforms mandatory bargaining code code first year operation google apple facebook media revenue contentcreators contentcreation,0.125,0.16666666666666666,positive,0.0,0.936,0.064,0.0772,158,20
630,"A 15 times cheaper clone of the iPhone 13 Pro is now available in India https://t.co/K7WjmKYDQt
Close enough?
#Apple #iPhone #iPhone13Pro #Clone #IKall https://t.co/nWsH1WK4ou",15 times cheaper clone iphone 13 pro available india close enough apple iphone iphone13pro clone ikall,0.2,0.45,neutral,0.0,1.0,0.0,0.0,102,16
631,"iTunes 1500 Yen Gift Card | iTunes Japan Account DIGITAL
Apple

https://t.co/iBQTA9aZDt

#iTunes #1500Yen #GiftCard #iTunesGiftCards #JapanAccount #DIGITAL #Apple",itunes 1500 yen gift card itunes japan account digital apple itunes 1500yen giftcard itunesgiftcards japanaccount digital apple,0.0,0.0,positive,0.0,0.847,0.153,0.4404,127,17
632,"✨️ Special Discount, 💸$1349. 2022 #Apple #MacBook #Air #Laptop with M2 chip: 13.6-inch Liquid Retina Display, 8GB RAM, 512GB SSD #Storage, Backlit Keyboard, 1080p FaceTime HD Camera. Works with iPhone and iPad; Space Gray https://t.co/fg59tyPJPY",special discount 1349 2022 apple macbook air laptop m2 chip 13 6 inch liquid retina display 8gb ram 512gb ssd storage backlit keyboard 1080p facetime hd camera works iphone ipad space gray,0.35714285714285715,0.5714285714285714,positive,0.0,0.917,0.083,0.4019,188,32
633,I like sexy more followers #Apple,like sexy followers apple,0.5,1.0,positive,0.0,0.253,0.747,0.7096,25,4
634,"Take your customers on a virtual tour with one of our VR rentals. Get in touch with us today and create true-to-life immersive experience at your next event, trade show, conference, oroffice team-building activity. Learn more https://t.co/FEzauHpa4K

#laptoprental #vr #apple https://t.co/yAMbuf3PTW",take customers virtual tour one vr rentals get touch us today create true life immersive experience next event trade show conference office team building activity learn laptoprental vr apple,0.175,0.325,positive,0.0,0.846,0.154,0.5994,190,29
635,"#うひーメモ
投稿時間:2022-12-01 23:14:53
A new LastPass hack was caused by August&amp;#x27;s stolen data
https://t.co/zU2bkvAFIw
#Apple",2022 12 01 23 14 53 new lastpass hack caused august amp x27 stolen data apple,0.13636363636363635,0.45454545454545453,negative,0.176,0.824,0.0,-0.4939,77,16
636,"🔴 Twitter has released a bunch of spin about its ongoing Elon Musk-led garbage fire. Read more → https://t.co/MqHiiNdk66

#news #google #javascript #100daysofcode #datascience #python #breakingnews #machinelearning #journalist #apple #technology",twitter released bunch spin ongoing elon musk led garbage fire read news google javascript 100daysofcode datascience python breakingnews machinelearning journalist apple technology,0.0,0.0,negative,0.103,0.897,0.0,-0.34,180,22
637,"@elonmusk Meet the new PR for #Apple @elonmusk 
How many times did he drop I-phone or Apple products in the  Neuralink presentation?! $$",meet new pr apple many times drop phone apple products neuralink presentation,0.3181818181818182,0.4772727272727273,negative,0.16,0.84,0.0,-0.2732,77,12
638,"Not Every hearing problem has its solution through hearing aid but 90% cases can be helped with hearing aid ….

#cases #iphone #caseiphone #case #phonecases #phonecase #samsung #apple #iphonecase #iphonecases #casesamsung #plus #pro #phone #phonecover #phonecaseshop #s #fashion https://t.co/6RI7PPnigC",not every hearing problem solution hearing aid but 90 cases helped hearing aid cases iphone caseiphone case phonecases phonecase samsung apple iphonecase iphonecases casesamsung plus pro phone phonecover phonecaseshop fashion,0.0,0.0,positive,0.0,0.895,0.105,0.3136,225,30
639,"Liberal view of two American tech companies.

#Twitter: the White House is closely monitoring.

#Apple: it’s a private company and it can make the decisions it needs.",liberal view two american tech companies twitter white house closely monitoring apple private company make decisions needs,0.0,0.125,neutral,0.0,1.0,0.0,0.0,122,17
640,"#うひーメモ
投稿時間:2022-12-01 23:13:30
Zendure SuperBase V is the ultimate power station
https://t.co/3cXdH6eRCb
#Apple",2022 12 01 23 13 30 zendure superbase ultimate power station apple,0.0,1.0,neutral,0.0,1.0,0.0,0.0,66,12
641,"#うひーメモ
投稿時間:2022-12-01 23:13:19
Apple may see $8 billion holiday revenue drop over iPhone delays
https://t.co/YVuRVXVUhq
#Apple",2022 12 01 23 13 19 apple may see 8 billion holiday revenue drop over iphone delays apple,0.0,0.0,positive,0.106,0.758,0.136,0.1531,89,18
